0 0 3.72008e-44 3.72008e-44 3.72008e-44
0 1 2.69436e-43 2.69436e-43 -inf
0 2 1.87493e-42 1.87493e-42 inf
0 3 1.25356e-41 1.25356e-41 -inf
0 4 8.05255e-41 8.05255e-41 inf
0 5 4.96992e-40 4.96992e-40 -nan
0 6 2.94709e-39 2.94709e-39 -nan
0 7 1.67906e-38 1.67906e-38 -nan
0 8 9.19108e-38 9.19108e-38 -nan
0 9 4.83388e-37 4.83388e-37 -nan
0 10 2.4426e-36 2.4426e-36 -nan
0 11 1.18587e-35 1.18587e-35 -nan
0 12 5.53161e-35 5.53161e-35 -nan
0 13 2.47909e-34 2.47909e-34 -nan
0 14 1.06749e-33 1.06749e-33 -nan
0 15 4.41633e-33 4.41633e-33 -nan
0 16 1.75545e-32 1.75545e-32 -nan
0 17 6.70412e-32 6.70412e-32 -nan
0 18 2.45994e-31 2.45994e-31 -nan
0 19 8.67233e-31 8.67233e-31 -nan
0 20 2.93748e-30 2.93748e-30 -nan
0 21 9.55967e-30 9.55967e-30 -nan
0 22 2.98909e-29 2.98909e-29 -nan
0 23 8.97971e-29 8.97971e-29 -nan
0 24 2.59188e-28 2.59188e-28 -nan
0 25 7.18778e-28 7.18778e-28 -nan
0 26 1.91515e-27 1.91515e-27 -nan
0 27 4.90276e-27 4.90276e-27 -nan
0 28 1.20588e-26 1.20588e-26 -nan
0 29 2.8497e-26 2.8497e-26 -nan
0 30 6.47023e-26 6.47023e-26 -nan
0 31 1.41146e-25 1.41146e-25 -nan
0 32 2.95834e-25 2.95834e-25 -nan
0 33 5.95736e-25 5.95736e-25 -nan
0 34 1.15263e-24 1.15263e-24 -nan
0 35 2.14265e-24 2.14265e-24 -nan
0 36 3.82685e-24 3.82685e-24 -nan
0 37 6.5669e-24 6.5669e-24 -nan
0 38 1.0827e-23 1.0827e-23 -nan
0 39 1.71508e-23 1.71508e-23 -nan
0 40 2.61028e-23 2.61028e-23 -nan
0 41 3.81697e-23 3.81697e-23 -nan
0 42 5.36264e-23 5.36264e-23 -nan
0 43 7.23881e-23 7.23881e-23 -nan
0 44 9.38823e-23 9.38823e-23 -nan
0 45 1.16985e-22 1.16985e-22 -nan
0 46 1.40056e-22 1.40056e-22 -nan
0 47 1.61103e-22 1.61103e-22 -nan
0 48 1.78046e-22 1.78046e-22 -nan
0 49 1.89056e-22 1.89056e-22 -nan
0 50 1.92875e-22 1.92875e-22 -nan
0 51 1.89056e-22 1.89056e-22 -nan
0 52 1.78046e-22 1.78046e-22 -nan
0 53 1.61103e-22 1.61103e-22 -nan
0 54 1.40056e-22 1.40056e-22 -nan
0 55 1.16985e-22 1.16985e-22 -nan
0 56 9.38823e-23 9.38823e-23 -nan
0 57 7.23881e-23 7.23881e-23 -nan
0 58 5.36264e-23 5.36264e-23 -nan
0 59 3.81697e-23 3.81697e-23 -nan
0 60 2.61028e-23 2.61028e-23 -nan
0 61 1.71508e-23 1.71508e-23 -nan
0 62 1.0827e-23 1.0827e-23 -nan
0 63 6.5669e-24 6.5669e-24 -nan
0 64 3.82685e-24 3.82685e-24 -nan
0 65 2.14265e-24 2.14265e-24 -nan
0 66 1.15263e-24 1.15263e-24 -nan
0 67 5.95736e-25 5.95736e-25 -nan
0 68 2.95834e-25 2.95834e-25 -nan
0 69 1.41146e-25 1.41146e-25 -nan
0 70 6.47023e-26 6.47023e-26 -nan
0 71 2.8497e-26 2.8497e-26 -nan
0 72 1.20588e-26 1.20588e-26 -nan
0 73 4.90276e-27 4.90276e-27 -nan
0 74 1.91515e-27 1.91515e-27 -nan
0 75 7.18778e-28 7.18778e-28 -nan
0 76 2.59188e-28 2.59188e-28 -nan
0 77 8.97971e-29 8.97971e-29 -nan
0 78 2.98909e-29 2.98909e-29 -nan
0 79 9.55967e-30 9.55967e-30 -nan
0 80 2.93748e-30 2.93748e-30 -nan
0 81 8.67233e-31 8.67233e-31 -nan
0 82 2.45994e-31 2.45994e-31 -nan
